qmd_path,article_slug,public_id,pixel_url,source_line
track_gm_kl06/units/unit04_food-around-the-world.qmd,unit04_food-around-the-world,12a93c3db5614f2d959e68096b2a1657,https://vg09.met.vgwort.de/na/12a93c3db5614f2d959e68096b2a1657,139
track_gm_kl06/units/unit04_food-around-the-world_exam.qmd,unit04_food-around-the-world_exam,12bfe29db7574131b61739214286963c,https://vg09.met.vgwort.de/na/12bfe29db7574131b61739214286963c,28
track_gm_kl06/units/unit05_daily-routines.qmd,unit05_daily-routines,12dab4cb4ac94866b2e62c2fa6d308ad,https://vg09.met.vgwort.de/na/12dab4cb4ac94866b2e62c2fa6d308ad,154
track_gm_kl06/units/unit05_daily-routines_exam.qmd,unit05_daily-routines_exam,12e1c36d2b2d4e2eba6e39b1fd91e5f1,https://vg09.met.vgwort.de/na/12e1c36d2b2d4e2eba6e39b1fd91e5f1,28
track_gm_kl06/units/unit06_friends-and-feelings.qmd,unit06_friends-and-feelings,12e3fe074f754916ac8609828f8ea273,https://vg09.met.vgwort.de/na/12e3fe074f754916ac8609828f8ea273,144
track_gm_kl06/units/unit06_friends-and-feelings_exam.qmd,unit06_friends-and-feelings_exam,12e42c8285944b25b42265a5f517fee3,https://vg09.met.vgwort.de/na/12e42c8285944b25b42265a5f517fee3,28
track_gm_kl06/units/unit07_an-adventure-story.qmd,unit07_an-adventure-story,12ecafed9aa7448d8b1baf48d37023b7,https://vg09.met.vgwort.de/na/12ecafed9aa7448d8b1baf48d37023b7,143
track_gm_kl06/units/unit07_an-adventure-story_exam.qmd,unit07_an-adventure-story_exam,130295e4e6af43d39cd6f821c9f0caa8,https://vg09.met.vgwort.de/na/130295e4e6af43d39cd6f821c9f0caa8,28
track_gm_kl06/units/unit08_school-around-the-world.qmd,unit08_school-around-the-world,131347abe36d47f7acd347b781880818,https://vg09.met.vgwort.de/na/131347abe36d47f7acd347b781880818,140
track_gm_kl06/units/unit08_school-around-the-world_exam.qmd,unit08_school-around-the-world_exam,1316c36053ea48c5b8461db411fbc2cb,https://vg09.met.vgwort.de/na/1316c36053ea48c5b8461db411fbc2cb,28
track_gm_kl06/units/unit09_body-and-health.qmd,unit09_body-and-health,13170f4b528a4aa7addd9a9b28ff69c2,https://vg09.met.vgwort.de/na/13170f4b528a4aa7addd9a9b28ff69c2,150
track_gm_kl06/units/unit09_body-and-health_exam.qmd,unit09_body-and-health_exam,1317ca3b689d4e5da51316732a912025,https://vg09.met.vgwort.de/na/1317ca3b689d4e5da51316732a912025,28
track_gm_kl06/units/unit10_travelling-by-train.qmd,unit10_travelling-by-train,13428ee50ef346daaa911c55146aa522,https://vg09.met.vgwort.de/na/13428ee50ef346daaa911c55146aa522,150
track_gm_kl06/units/unit10_travelling-by-train_exam.qmd,unit10_travelling-by-train_exam,1350bbfbe61f4263bed47e263475f6da,https://vg09.met.vgwort.de/na/1350bbfbe61f4263bed47e263475f6da,28
track_gm_kl06/units/unit11_captain-codys-map.qmd,unit11_captain-codys-map,135c048bb8e14908b0e5720756d4d1f7,https://vg09.met.vgwort.de/na/135c048bb8e14908b0e5720756d4d1f7,143
track_gm_kl06/units/unit11_captain-codys-map_exam.qmd,unit11_captain-codys-map_exam,1366aa2c671f4b6fbecda6c8fa611e2f,https://vg09.met.vgwort.de/na/1366aa2c671f4b6fbecda6c8fa611e2f,28
track_gm_kl06/units/unit12_year-end-festival.qmd,unit12_year-end-festival,1397d398927b4cefb2c7581ce87d7dad,https://vg09.met.vgwort.de/na/1397d398927b4cefb2c7581ce87d7dad,135
track_gm_kl06/units/unit12_year-end-festival_exam.qmd,unit12_year-end-festival_exam,13ee38c1176c41ad887e9c51b3b48c71,https://vg09.met.vgwort.de/na/13ee38c1176c41ad887e9c51b3b48c71,28
track_gm_kl07/index.qmd,index,13ef6e89272f4d7c95b1b3b8e8ee8534,https://vg09.met.vgwort.de/na/13ef6e89272f4d7c95b1b3b8e8ee8534,133
track_gm_kl07/schedule.qmd,schedule,13f6113e13824d7184cd67568c2f11c8,https://vg09.met.vgwort.de/na/13f6113e13824d7184cd67568c2f11c8,30
track_gm_kl07/units/unit01_first-day-back.qmd,unit01_first-day-back,14243585a65c4d6abb40c72f2296929c,https://vg09.met.vgwort.de/na/14243585a65c4d6abb40c72f2296929c,290
track_gm_kl07/units/unit01_first-day-back_exam.qmd,unit01_first-day-back_exam,143709bd1c364ef2b23e329e47596e77,https://vg09.met.vgwort.de/na/143709bd1c364ef2b23e329e47596e77,30
track_gm_kl07/units/unit02_growing-up.qmd,unit02_growing-up,14530bdfd359440093facb10380de606,https://vg09.met.vgwort.de/na/14530bdfd359440093facb10380de606,314
track_gm_kl07/units/unit02_growing-up_exam.qmd,unit02_growing-up_exam,145c3873c8cd40cab4506e9246d96e11,https://vg09.met.vgwort.de/na/145c3873c8cd40cab4506e9246d96e11,30
track_gm_kl07/units/unit03_media-in-our-lives.qmd,unit03_media-in-our-lives,147037dc9ca945ed8bdef90375c27bca,https://vg09.met.vgwort.de/na/147037dc9ca945ed8bdef90375c27bca,308
track_gm_kl07/units/unit03_media-in-our-lives_exam.qmd,unit03_media-in-our-lives_exam,14717098818645478604509024c90dd7,https://vg09.met.vgwort.de/na/14717098818645478604509024c90dd7,30
track_gm_kl07/units/unit04_a-trip-to-scotland.qmd,unit04_a-trip-to-scotland,1473847bdee64d15abeccc23d354557a,https://vg09.met.vgwort.de/na/1473847bdee64d15abeccc23d354557a,298
track_gm_kl07/units/unit04_a-trip-to-scotland_exam.qmd,unit04_a-trip-to-scotland_exam,147a2e68196045dfbb665bbff5ea1d99,https://vg09.met.vgwort.de/na/147a2e68196045dfbb665bbff5ea1d99,30
track_gm_kl07/units/unit05_the-united-states-today.qmd,unit05_the-united-states-today,14935d6dd69c4e96b2d3d985f491246c,https://vg09.met.vgwort.de/na/14935d6dd69c4e96b2d3d985f491246c,283
track_gm_kl07/units/unit05_the-united-states-today_exam.qmd,unit05_the-united-states-today_exam,14ca9d0647044929b76f253d4495ac9e,https://vg09.met.vgwort.de/na/14ca9d0647044929b76f253d4495ac9e,30
track_gm_kl07/units/unit06_food-cultures.qmd,unit06_food-cultures,14daa4fc41bb481eb505298a9ce360ef,https://vg09.met.vgwort.de/na/14daa4fc41bb481eb505298a9ce360ef,285
track_gm_kl07/units/unit06_food-cultures_exam.qmd,unit06_food-cultures_exam,14e1d8f6cd924785bbb0e07fae582815,https://vg09.met.vgwort.de/na/14e1d8f6cd924785bbb0e07fae582815,30
track_gm_kl07/units/unit07_being-a-friend.qmd,unit07_being-a-friend,14fa033bc72044e8999322dd53244823,https://vg09.met.vgwort.de/na/14fa033bc72044e8999322dd53244823,260
track_gm_kl07/units/unit07_being-a-friend_exam.qmd,unit07_being-a-friend_exam,15199e2c92124ebd98a03e84c9121e80,https://vg09.met.vgwort.de/na/15199e2c92124ebd98a03e84c9121e80,30
track_gm_kl07/units/unit08_first-mediation.qmd,unit08_first-mediation,153567cb853d475eb4c44c15eaf6ad8c,https://vg09.met.vgwort.de/na/153567cb853d475eb4c44c15eaf6ad8c,284
track_gm_kl07/units/unit08_first-mediation_exam.qmd,unit08_first-mediation_exam,15420da270ec458bb50a8b909ac75638,https://vg09.met.vgwort.de/na/15420da270ec458bb50a8b909ac75638,30
track_gm_kl07/units/unit09_school-rules-and-rights.qmd,unit09_school-rules-and-rights,1549d3eba5f748289398569d236434f8,https://vg09.met.vgwort.de/na/1549d3eba5f748289398569d236434f8,248
track_gm_kl07/units/unit09_school-rules-and-rights_exam.qmd,unit09_school-rules-and-rights_exam,15588f163bdd4a8bbdf09b37162a9730,https://vg09.met.vgwort.de/na/15588f163bdd4a8bbdf09b37162a9730,30
track_gm_kl07/units/unit10_a-short-story.qmd,unit10_a-short-story,15707666bb0f4aef8f0b339ad625a4fa,https://vg09.met.vgwort.de/na/15707666bb0f4aef8f0b339ad625a4fa,263
track_gm_kl07/units/unit10_a-short-story_exam.qmd,unit10_a-short-story_exam,157bea832c3641af92297de418700591,https://vg09.met.vgwort.de/na/157bea832c3641af92297de418700591,30
track_gm_kl07/units/unit11_plans-for-the-summer.qmd,unit11_plans-for-the-summer,1584a24d70f54cbfb67ffd25a27e8a5e,https://vg09.met.vgwort.de/na/1584a24d70f54cbfb67ffd25a27e8a5e,225
track_gm_kl07/units/unit11_plans-for-the-summer_exam.qmd,unit11_plans-for-the-summer_exam,15b695a8eea8436d9e3159563535b82d,https://vg09.met.vgwort.de/na/15b695a8eea8436d9e3159563535b82d,30
track_gm_kl07/units/unit12_year-review-and-podcast.qmd,unit12_year-review-and-podcast,15b8f0090ebe4d2690285bc62908d15d,https://vg09.met.vgwort.de/na/15b8f0090ebe4d2690285bc62908d15d,253
track_gm_kl07/units/unit12_year-review-and-podcast_exam.qmd,unit12_year-review-and-podcast_exam,15dc09c782074001b708c9c1e49ca586,https://vg09.met.vgwort.de/na/15dc09c782074001b708c9c1e49ca586,30
track_gm_kl08/index.qmd,index,15e07ad41861429bb58f66ee88b751f9,https://vg09.met.vgwort.de/na/15e07ad41861429bb58f66ee88b751f9,133
track_gm_kl08/schedule.qmd,schedule,15f068dbcbde47fe9e08ec677ce819b2,https://vg09.met.vgwort.de/na/15f068dbcbde47fe9e08ec677ce819b2,30
track_gm_kl08/units/unit01_identities.qmd,unit01_identities,15f08a681fdb4657b9ab4b9b3aadf1f3,https://vg09.met.vgwort.de/na/15f08a681fdb4657b9ab4b9b3aadf1f3,144
track_gm_kl08/units/unit01_identities_exam.qmd,unit01_identities_exam,15f3358c77034e849d261904e72d0586,https://vg09.met.vgwort.de/na/15f3358c77034e849d261904e72d0586,28
track_gm_kl08/units/unit02_school-life-elsewhere.qmd,unit02_school-life-elsewhere,1610a073d47048c58ae37b365ee3b6fe,https://vg09.met.vgwort.de/na/1610a073d47048c58ae37b365ee3b6fe,145
track_gm_kl08/units/unit02_school-life-elsewhere_exam.qmd,unit02_school-life-elsewhere_exam,1619ed00644c455aae740ed416ceb041,https://vg09.met.vgwort.de/na/1619ed00644c455aae740ed416ceb041,28
track_gm_kl08/units/unit03_fairness-at-school.qmd,unit03_fairness-at-school,161af12ebe0143eab0d2af21de1364e9,https://vg09.met.vgwort.de/na/161af12ebe0143eab0d2af21de1364e9,147
track_gm_kl08/units/unit03_fairness-at-school_exam.qmd,unit03_fairness-at-school_exam,161daa798ba04d8e96eadc22a41f4521,https://vg09.met.vgwort.de/na/161daa798ba04d8e96eadc22a41f4521,28
track_gm_kl08/units/unit04_ireland-stories.qmd,unit04_ireland-stories,1628832ff2414ca7b9937dbecd044c8a,https://vg09.met.vgwort.de/na/1628832ff2414ca7b9937dbecd044c8a,141
